comment,general_negative,general_neutral,general_positive,display_negative,display_neutral,display_positive,edit_negative,edit_neutral,edit_positive,feature_negative,feature_neutral,feature_positive,backup_negative,backup_neutral,backup_positive,update_negative,update_neutral,update_positive,stability_negative,stability_neutral,stability_positive,other_negative,other_neutral,other_positive
Ứng dung rất tuyệt.di kem google cammera là 1 cặp đôi hoàn hảo.chup anh 360 bang google camera xong xem bằng úng dụng này rất thích,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sau khi cập nhật phiên bản mới thì k chỉnh sửa ảnh được từ album. Ứng dụng báo là "" Rất tiếc, ảnh đã bị dừng"". Vừa bực, vừa thất vọng",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Hơi tí lại bị dừng ứng dụng [ rất xin lỗi, ảnh đã dừng lại ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lỗi không tả được. Bao nhiêu là ảnh giờ chẳng xem được. Ngày chưa cập nhập bản mới còn xem tốt giờ thì đi gặp quang Tèo rồi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cần thêm tùy chọn sao lưu ảnh và video riêng biệt.vì video khá nặng nên nếu mạng chậm thì không thể sao lưu dc.rất gây tốn pin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Xoá ảnh và video trong thùng rác đều không được.xoá được 1 lúc, vào lại vẫn thấy trong đấy..Đề nghị xem lại và khắc phục",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ứng dụng sao và lưu trữ ảnh rất tiện và hay hơn khi nó tách riêng ra khỏi G +. Thanks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Đề nghị ad xem lại hộ e.  Tại sao cập nhật xong ko mở đc là thế nào.  Muốn xem hình cũng ko có.  Cứ là tắt là sao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cặp nhật phiên bản mới ko xài dc nè vào cái lại out là sao chán vãi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Quá tệ, mong ad chỉnh sửa lại, lúc trước xài tốt ko biết sao mở lên thì biểu cài đặt cứ tưởng bản cập nhật, ai dè là cài mới. Giờ vào là báo lỗi ""rất tiếc, ảnh đã dừng lại""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tải cập nhật về đến giờ ko vô xem ảnh được,toàn bị đóng lại,add sữa lỗi dùm đi add ơi,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cái ứng dụng ban đầu ko sao lại bắt tải cái này về xong toàn bị đẩy ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sao bản mới cập nhật mình vào không được vậy. Toàn bị dis ra ngoài thôi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Tải ứng dụng này về.. camera của dien thoại asus_zooud cả truoc và sau đều ko hoạt đọng duoc.(!!!),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ứng dụng giúp lưu ảnh tốt nhưng lỗi đứng hình, mất hình , tìm hình ảnh rất khó. Phiên bản cũ nhanh hơn, rõ ràng hơn, mượt hơn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Nhiều hình ảnh mới nhưng lại không hiển thị ra , sang phần qlí file mới nỗi ra là sao vậy mn???",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kô đăng nhập điược, vào báo lỗi, bản cũ của tôi đâu hic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ad xem lại nha sao nó chập và lưu ảnh lâu đôi khi không báo lưu ảnh nữa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Phần mềm hay tuyệt , lưu toàn bộ ảnh + video lên mạng , xem , duyệt mọi nơi , mọi lúc !",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dịch vụ của google thì luôn tốt nhưng không biết có kiểm soát người dùng không,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dù mk có lỡ xóa ảnh trong thư viện ảnh thì ở ứng dụng này vẫn còn lưu lại ảnh đó...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rễ sử dụng,  có điều nên nghiện cứu cách xoá...",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi rất thích ứng dụng của Google và luôn mong đợi bản cập nhật mới nhất.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tại sao không xem được video khi đã đồng bộ hóa trên ứng dụng google photos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chả ra gì vào phần là sao lưu và cài đặt còn chả được chán ngắt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chả biết máy bạn có vấn đề sao ấy chứ , máy mình thấy tuyệt hơn trước nhiều",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao xoá ảnh ở mọi nơi rồi mà lại xuất hiện. Tự động sao lưu ko bật.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Xem ảnh, up ảnh len tài khoản cất giữ được dài lâu. Hỗ trợ chỉnh sửa ảnh luôn...",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng dụng này rất ý nghĩa đối với tôi cũng như người xung quanh tôi chúng ta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất hay nhưng cần phải thêm nhiều tính năng mới nên tạm thời cho 5*.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Không thể sử dụng, toàn báo lỗi không kết nối, không chỉnh sửa được ảnh, không lưu được ảnh, cần fix lỗi gấp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vào là bị out ra ngay. Có thể mất toàn bộ ảnh upload. Tks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Cập nhật xong không dùng được luôn, kinh khủng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cập nhật phiên bản mới xong đếch zô đc nữa là sao z AD.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hơi tí là ảnh dừng lại. Đề nghị hiện rõ nút xóa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Phai co mang moi vo duoc. Khong ban  bluetooth duoc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Trước xài đc, cập nhật bản mới load chậm, gỡ cài lại giờ hết vào đc luôn...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Lên Pb mới mấy ả cũ lưu trong đây mất mẹ nó hết bực mình,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Lúc nào cũng rất tiếc, ảnh đã dừng lại. Cùi qua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cứ vào phim hay tạo ảnh ghép là bị thoát ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Vừa lưu ảnh, vừa chia sẽ cho những thiết bị chung tk.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tải về có xài được đâu toàn bị dis ko ah. Buc mình ghê,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K dang nhap duoc bi vang ra lam k sem dc anh sao luu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tại sao chỉnh sửa ảnh xong là bị đóng ứng dụng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zen 5 up lên bản này bị lỗi ko vào dc là sao m.ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thật thú vị và bất ngờ với chính những hình ảnh của mình,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cập nhật xong là không vào được xin vui lòng kiểm tra lại,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sao cap nhat xong lai ko vao dc nua . ad sua lai nhanh di,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sao cập nhật xong lại vào không được vậy?? Giờ phải làm sao??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Thích các cách chỉnh sửa anh của phiên bản cũ hơn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Du me Cap nhat cai lon..vo cap nhat toan bo mat tiu hinh anh het..,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"UPdate xong báo lỗi liên miên, hết xài đc lun, nhảm nhí hết sức",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Google ơi bản cập nhật này phần sao lưu ảnh chán quá. Thông báo sao lưu xong rồi. Mình mở phần ảnh đã sao lưu cũng có rồi nhưng khi mình vào thư mục lưu file ảnh để xoá đi thì ảnh sao lưu cũng bị xoá theo. Bản cũ dùng ko bị thế này. Google cố gắng khắc phục sớm nhé. Vì như thế này thì chức năng sao lưu chẳng còn ý nghĩa gì cả. Chân thành cảm ơn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cmm éo có cái chức năng lom j hết cập nhật cmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bản cũ pro hơn nhiều. Đề nghị thay bản này bằng bản cũ ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rất tốt. Hình như không bi lỗi gi cả.  Lập album rất dễ dàng.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Zen5 bị lỗi, báo là: rất tiếc, ảnh đã dừng lại",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Update xong lỗi không vào được nữa "" xin lỗi Ảnh đã dừng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Vào xíu lại bị dừng ứng dụng là seo vậy nhỉ?hic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chẳng ra cái j.  Chưa xem dc ảnh đã bị đẩy ra.  Chán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cập nhật xong bị out hoài, vô không được!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Lôi khong cai đat dduoc man hinh khoa va nên,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tải xong chẳng vào dc, mọi ng đừng nên tải",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"hay bị văng ra quá, cứ xem ảnh tí là bị out.... chỉ được cái la đẹp thôi.... cho 2 sao nào ổn định 100% sẽ cho 5 sao. update: bản mới không còn văng app nhưng ảnh trong thư mục ở thẻ nhớ không được hiển thị, phải vào phần ""thư mục trên thiết bị"" thì mới thấy. mong fix sớm. tks",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Bị lỗi ứng dụng, dừng đột ngột, cập nhật ảnh lỗi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Như cc.đéo đặt ảnh nền được.thư viện đã dừng lại phắc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
That ko ngo lai hay nhu the ! Toi rat thich !,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viec tim hinh minh muon tim de dang . that tuyet voi .,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cập nhật xog cứ vô là bị văng ra, quá tệ......",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Vao ko dc nua ...... Khac phuc lai ngay dum cai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S hình cũ cả năm trui đâu hết r.yêu cầu tải ze xong hinh cũ mất hết là làm thao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Bản update mới nhất sao ko thấy phần chỉnh sửa chi tiết như bản cũ? Tìm ko ra phần chỉnh Bão Hòa,Độ Ấm,Tăng Độ Nét,ai biết chỉ hộ với,đang dùng Nexus10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nhiều tính năng ok. Tuy nhiên lúc cài hình nền cho máy thì bị lỗi. Năm ba lần cài đc một lần. Xoá đi dùng ứng dụng khác cài hình nền thì ok.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giúp nhẹ máy rất nhiều. Không sao lưu những ảnh đã trùng được ảnh trùng nữa thì tốt hơn nữa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rất tốt. Vì mik hay thay đt cho nên khi có ứng dụng này thì mik ko lo bị mất hình nữa.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Toi vo tinh khoi phuc cai dat goc the la mat het anh va video may ma co cai nay toi da tim lai duoc ky niem cua com gai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Con mẹ ứng dụng vừa phải thôi tôi chụp một bức ảnh thì bị cập Nhật tới một lần tại sao ức chế mẹ tạo ra những thứ cac gì ko hiểu luôn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mình xài ứng dụng này rất tiện vì mỗi lần mình chụp dc tấm hình nào là nó tự động sao lưu vào nên mình ko sợ bị tốn dung lượng khi chụp quá nhiều hình,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng dụng rất tốt nhưng khi tôi chạy chương trình lại thì cần phải lưu ảnh về máy mà không cho lưu nhanh phải vào từng ảnh để lưu theo tôi thấy google nên cho chế độ lưu nhanh để khỏi mất thời gian 😄,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cho 4 sao mặc dù google này hữu ích thật nhưng đối với một số điện thoại thì không cần thiết , mong google cho phép gỡ cài đặt !",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tôi quên không để ý đên nay là 10 năm thật bất ngờ phần mềm này đã ghi lại những kỷ niệm của tôi. 5 sao,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tôi bấm vào tạo tài khoản mới. Tạo xong thì bấm đang nhập nhưng nó ghi là lỗi đăng nhập không thể đăng nhập vậy là sao ? Làm ơn giải thích giùm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nói chung còn một số vấn đề khi đồng bộ với sever. Xảy ra hiện tượng xóa file trong thùng rác nhưng dung lượng trống vẫn không thay đổi.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bản cập nhật lần này bị vài lỗi nhỏ mong Google sửa lỗi giùm      1. lỗi không tải ảnh về được  /  2. Chia sẻ ảnh thì bị treo máy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cập nhật như hạch. Chả biết cách sử dụng với lại đòi hỏi dùng wifi trong khi nhà tôi ko có. Tôi mong phiên bản củ của tôi sẽ trở lại vào 1 ngày ko xa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ứng dụng cx đc nhưng nhà sx hãy làm ảnh nhanh một chút mỗi lần mở lên coi chờ 20 mấy phút mới có 😡,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tự nhiên lôi đâu ra cái này xem ảnh thì lâu như ma ^^ đang còn 3 cái kiểu sao lưu lèo nhèo . Nói chung là k chấm đc điểm giì hết,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Dùng như cứt. Dkm mún xóa ảnh vĩnh viễn mà đẽo xóa dc . cứ xóa dc vài hum là hum sau lại hiện lên vào hẳn thùng rác xóa cũng đẽo dc. Xóa đi xóa lại đến vài traem cái ảnh. Cái địt con me.cái ứng dụng này,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ứng dụng nầy SD rât tốt nhưng sao giờ bộ nhớ ko còn giử ảnh nhiều như trước đây . máy thì chạy chậm...nêu đc như luc trươc thì ok,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ung dung nay rat tuyet da giup cho minh co dc nhung khung hinh that dep minh rat tu tin khi tai ve ung dung nay,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Có thể làm cho nút dừng, nút tua tới, nút tua lại co thể dời xuống dưới gần với thanh điều khiển thời gian được không vì chỉnh thời gian cái nó hiện ra giữa mất không gian phải chờ nó tắt đi thì nó chiếm chỗ quá",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cập nhật mà toàn báo lỗi suốt, zậy thì ra phiên bản mới làm cái gì chứ,,bây giờ muốn vào phiên bản cũ cũng k đc luôn,,nóng rùng cả người",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Có tác dụg chốg mất ảnh. Nhưng tự độg sao lưu nên ảnh bị trùg lặp và nhìu cái ko cần thiết,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Làm mất bao nhiêu ảnh của tao, ảnh trên tài khoản khi tải về thiết bị thì tự động xoá, khốn báo ai một tiếng.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sao khi cập nhật xong hình chỉ còn lại được vài tấm. Lên web tải hình về thì ko lưu lại đc là sao trời,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Quá tuyet . Toi xóa hinh anh cũ het roi mà bay gio toi có thể coi lại đuoc. Ko lo đay bo nho nua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mỗi khi vui buồn theo thờigian hoàn cảnh . Tôi mở ra xem . Nó làmcho tôi vui thì vui thêm , buồn thì vơi bớt .tôi thích lắm",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hơi rườm rà chút nhưng sử dụng ổn k vấn đề gì 4 * là được rồi cần cố gắng phát chuyển hơn nữa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chán gê không biết làm sao để xóa hết các ứng dụng ra khỏi máy android thắy cái nào cũng chướng mắt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chứa nhiều hình ảnh nhưng ko lưu trữ đc. Xóa ảnh ở thư viện thì google ảnh cũng mất tiêu. Vậy thì lưu trữ có tác dụng zì đâu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mong sớm có thêm tính năng tải nhiều ảnh cùng một lúc. Như vậy đỡ mất khá nhiều thời gian khi cần thao tác. Dù sao ứng dụng này cũng quá hữu ích. 5 star rated!!!,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Google photo đã giúp tôi lưu lại những khoảnh khắc làm kỷ niệm mà không bao giờ mất,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mới tải về mà ko sao lưu đc 1 ảnh nào hết mặc dù có wifi, cài đặt đầy đủ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tải hình lên quá chậm, hơn nữa còn khiến hình bị mờ, phải chờ khoảng một lúc hình mới rõ lại đc, có vài tấm không rõ luôn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rất rốt nhưng lúc trước sao lưu được, từ lúc cập nhật không sao lưu đc nữa. Huhu. Vẫn mở sao lưu mở đồng bộ. Email. Có ai biết tư vấn giúp được không",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Tại sao ảnh trong thư viện của mình lại bị mất và chuyển qua ảnh vậy.khi nào muốn xem ảnh lại phải vào mang rồi vào ảnh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Khó chịu thực sự, ảnh tải lên sau 1 thời gian thì bị mờ đi, ảnh gốc là 5mb thì sau 1 tháng còn 300kb khó hiểu thực sự",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Ban đầu để sao lưu ảnh trên đây khá nhiều ảnh và video mục đích xóa video trong máy cho bớt dung lượng, nhưng sau một thời gian những video được sao lưu ko xem được cũng không thể khôi phục ,mong NPH fix lại ạ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Ảnh gửi qua hangouts không xóa được, kể cả ảnh gửi đi hoặc bạn bè gửi đến.Làm thế nào để xóa được các ảnh không thích ở album trên g+ và album trên điện thoại? Cần hướng dẫn, nếu chưa có thì bổ sung phần này.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Thắc mắc là: album camera thì không thấy trong danh sách đồng bộ. Muốn đồng bộ ảnh lên phải copy ảnh qua 1 album khác,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dùng được.nghe nói google photo mới ra mắt thêm tính năng chống rung videos  ,sao không thấy đâu.tải phiên bản mới nhất mà không thấy.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lưu trữ không giới hạn, sắp sếp thông minh, gợi ý nhiệt tình, trợ lý đắc 
lực, chỉnh sửa tương đối! Ứng dụng rất hữu ích!",0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tất cả các ảnh ko phục hồi được bài đặt hướng dẫn lung tung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Không đựợc chọn ảnh để sao lưu mà phải sao lưu hết rất tốn thời gian và dung lượng. Lại phải sao lưu xong rồi đi xóa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Phần mềm gíao diện, hình ảnh, và video rất khả dụng.. Lui trữ video và hình ảnh rất phong phú.. Đối với người dùng ,cảm ơn nhà phát triển phần mềm rất giá trị.và cần mở rộng bộ lui trữ thông tin nhiều hơn.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Đang ngon lành,cập nhật xong rồi thì bị virus. Nói chung là nhiễm virus rồi xem lại đi add ơi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ứng dụng khá tốt ngoại trừ chức năng nhận diện mọi người là chưa tốt lắm( nhận diện nhằm người). Mọi thứ còn lại thì ổn. Nhưng dù sao ứng dụng nầy vẫn rất hay --> đánh giá 5☆,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ứng dụng hữu ích, nhưng nên thêm tính năng chọn nhiều ảnh để tải 1 lúc để thuận tiện hơn.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thêm thư mục ""Sao Lưu"" để  quản lí ảnh dễ dàng. Thêm tuỳ chọn quản lí ảnh theo thư mục ngay trên trình quản lí",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ứng dụng công nghệ an toàn bức xạ và tính khả dụng công nghệ thông tin về làm đẹp ảnh cua google rat tuyệt,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ứng dụng hay ... thích nhất chỗ tự sao lưu ảnh .. mà không sợ bị xóa mất từ mấy đứa bạn :),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mình chẳng bao giờ sợ thất lạc những khoảnh khắc đã chộp đc.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tất cả ảnh cũ có trong đó hết chỉ cần đăng nhập tài khoảng google . Rất thích,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vào xong tự thoát ra luôn. Đou má kiu cập nhật xong giờ mất luôn cái trình xem ảnh trong album,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dùng ok nhưng nếu có thể mở xem hình ảnh khi không có mạng wifi hay 3g thì càng ok hơn,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi rất bực khi mà đang sao lưu thì dừng lại không sao lưu nữa Mong được khắc phục sớm nhất,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mức độ lưu trữ rất ok,mọi hình ảnh dc bảo vệ an toàn.là ứng dụng tin cậy của mình.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Sao lưu ko đk vậy. Mấy bữa còn đk, tự nhiên mấy hôm nay chạy tròn miết mà 
ko lưu đk tấm nào",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Lưu và khôi phục ảnh đã mất rất tốt  Đây là ứng dụng cần cho adroi củ bạn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Rất tiện lợi, lại miễn phí, dung lượng lưu trữ cao. Cảm ơn.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
